# # pES cross section (10^-38 cm^2/GeV) #   From Beacom & Farr & Vogel hep-ph/0205220 #
# log(energy in GeV)  nu_e      nu_mu      nu_tau      nu_e_bar      nu_mu_bar    nu_tau_bar #

-2.136709  1.454022e-02  1.454022e-02  1.454022e-02  1.452145e-02  1.452145e-02  1.452145e-02
-2.134408  1.461554e-02  1.461554e-02  1.461554e-02  1.459657e-02  1.459657e-02  1.459657e-02
-2.132107  1.469124e-02  1.469124e-02  1.469124e-02  1.467208e-02  1.467208e-02  1.467208e-02
-2.129806  1.476732e-02  1.476732e-02  1.476732e-02  1.474796e-02  1.474796e-02  1.474796e-02
-2.127505  1.484379e-02  1.484379e-02  1.484379e-02  1.482422e-02  1.482422e-02  1.482422e-02
-2.125204  1.492064e-02  1.492064e-02  1.492064e-02  1.490086e-02  1.490086e-02  1.490086e-02
-2.122903  1.499787e-02  1.499787e-02  1.499787e-02  1.497790e-02  1.497790e-02  1.497790e-02
-2.120602  1.507550e-02  1.507550e-02  1.507550e-02  1.505531e-02  1.505531e-02  1.505531e-02
-2.118301  1.515352e-02  1.515352e-02  1.515352e-02  1.513312e-02  1.513312e-02  1.513312e-02
-2.116000  1.523193e-02  1.523193e-02  1.523193e-02  1.521132e-02  1.521132e-02  1.521132e-02
-2.113699  1.531074e-02  1.531074e-02  1.531074e-02  1.528991e-02  1.528991e-02  1.528991e-02
-2.111397  1.538994e-02  1.538994e-02  1.538994e-02  1.536889e-02  1.536889e-02  1.536889e-02
-2.109096  1.546954e-02  1.546954e-02  1.546954e-02  1.544828e-02  1.544828e-02  1.544828e-02
-2.106795  1.554954e-02  1.554954e-02  1.554954e-02  1.552806e-02  1.552806e-02  1.552806e-02
-2.104494  1.562995e-02  1.562995e-02  1.562995e-02  1.560824e-02  1.560824e-02  1.560824e-02
-2.102193  1.571075e-02  1.571075e-02  1.571075e-02  1.568882e-02  1.568882e-02  1.568882e-02
-2.099892  1.579197e-02  1.579197e-02  1.579197e-02  1.576980e-02  1.576980e-02  1.576980e-02
-2.097591  1.587359e-02  1.587359e-02  1.587359e-02  1.585119e-02  1.585119e-02  1.585119e-02
-2.095290  1.595562e-02  1.595562e-02  1.595562e-02  1.593299e-02  1.593299e-02  1.593299e-02
-2.092989  1.603807e-02  1.603807e-02  1.603807e-02  1.601520e-02  1.601520e-02  1.601520e-02
-2.090688  1.612093e-02  1.612093e-02  1.612093e-02  1.609782e-02  1.609782e-02  1.609782e-02
-2.088387  1.620420e-02  1.620420e-02  1.620420e-02  1.618085e-02  1.618085e-02  1.618085e-02
-2.086086  1.628789e-02  1.628789e-02  1.628789e-02  1.626430e-02  1.626430e-02  1.626430e-02
-2.083785  1.637200e-02  1.637200e-02  1.637200e-02  1.634817e-02  1.634817e-02  1.634817e-02
-2.081484  1.645654e-02  1.645654e-02  1.645654e-02  1.643245e-02  1.643245e-02  1.643245e-02
-2.079183  1.654150e-02  1.654150e-02  1.654150e-02  1.651716e-02  1.651716e-02  1.651716e-02
-2.076882  1.662688e-02  1.662688e-02  1.662688e-02  1.660229e-02  1.660229e-02  1.660229e-02
-2.074581  1.671269e-02  1.671269e-02  1.671269e-02  1.668784e-02  1.668784e-02  1.668784e-02
-2.072280  1.679893e-02  1.679893e-02  1.679893e-02  1.677382e-02  1.677382e-02  1.677382e-02
-2.069979  1.688560e-02  1.688560e-02  1.688560e-02  1.686023e-02  1.686023e-02  1.686023e-02
-2.067678  1.697271e-02  1.697271e-02  1.697271e-02  1.694707e-02  1.694707e-02  1.694707e-02
-2.065377  1.706025e-02  1.706025e-02  1.706025e-02  1.703435e-02  1.703435e-02  1.703435e-02
-2.063076  1.714823e-02  1.714823e-02  1.714823e-02  1.712206e-02  1.712206e-02  1.712206e-02
-2.060775  1.723665e-02  1.723665e-02  1.723665e-02  1.721020e-02  1.721020e-02  1.721020e-02
-2.058474  1.732551e-02  1.732551e-02  1.732551e-02  1.729879e-02  1.729879e-02  1.729879e-02
-2.056173  1.741481e-02  1.741481e-02  1.741481e-02  1.738781e-02  1.738781e-02  1.738781e-02
-2.053872  1.750457e-02  1.750457e-02  1.750457e-02  1.747728e-02  1.747728e-02  1.747728e-02
-2.051571  1.759477e-02  1.759477e-02  1.759477e-02  1.756720e-02  1.756720e-02  1.756720e-02
-2.049270  1.768542e-02  1.768542e-02  1.768542e-02  1.765756e-02  1.765756e-02  1.765756e-02
-2.046969  1.777652e-02  1.777652e-02  1.777652e-02  1.774837e-02  1.774837e-02  1.774837e-02
-2.044668  1.786807e-02  1.786807e-02  1.786807e-02  1.783964e-02  1.783964e-02  1.783964e-02
-2.042367  1.796009e-02  1.796009e-02  1.796009e-02  1.793135e-02  1.793135e-02  1.793135e-02
-2.040066  1.805256e-02  1.805256e-02  1.805256e-02  1.802353e-02  1.802353e-02  1.802353e-02
-2.037765  1.814549e-02  1.814549e-02  1.814549e-02  1.811616e-02  1.811616e-02  1.811616e-02
-2.035463  1.823889e-02  1.823889e-02  1.823889e-02  1.820925e-02  1.820925e-02  1.820925e-02
-2.033162  1.833275e-02  1.833275e-02  1.833275e-02  1.830280e-02  1.830280e-02  1.830280e-02
-2.030861  1.842708e-02  1.842708e-02  1.842708e-02  1.839682e-02  1.839682e-02  1.839682e-02
-2.028560  1.852187e-02  1.852187e-02  1.852187e-02  1.849130e-02  1.849130e-02  1.849130e-02
-2.026259  1.861714e-02  1.861714e-02  1.861714e-02  1.858625e-02  1.858625e-02  1.858625e-02
-2.023958  1.871288e-02  1.871288e-02  1.871288e-02  1.868167e-02  1.868167e-02  1.868167e-02
-2.021657  1.880910e-02  1.880910e-02  1.880910e-02  1.877756e-02  1.877756e-02  1.877756e-02
-2.019356  1.890580e-02  1.890580e-02  1.890580e-02  1.887393e-02  1.887393e-02  1.887393e-02
-2.017055  1.900298e-02  1.900298e-02  1.900298e-02  1.897078e-02  1.897078e-02  1.897078e-02
-2.014754  1.910064e-02  1.910064e-02  1.910064e-02  1.906810e-02  1.906810e-02  1.906810e-02
-2.012453  1.919878e-02  1.919878e-02  1.919878e-02  1.916591e-02  1.916591e-02  1.916591e-02
-2.010152  1.929741e-02  1.929741e-02  1.929741e-02  1.926420e-02  1.926420e-02  1.926420e-02
-2.007851  1.939653e-02  1.939653e-02  1.939653e-02  1.936297e-02  1.936297e-02  1.936297e-02
-2.005550  1.949614e-02  1.949614e-02  1.949614e-02  1.946223e-02  1.946223e-02  1.946223e-02
-2.003249  1.959625e-02  1.959625e-02  1.959625e-02  1.956199e-02  1.956199e-02  1.956199e-02
-2.000948  1.969685e-02  1.969685e-02  1.969685e-02  1.966223e-02  1.966223e-02  1.966223e-02
-1.998647  1.979795e-02  1.979795e-02  1.979795e-02  1.976297e-02  1.976297e-02  1.976297e-02
-1.996346  1.989955e-02  1.989955e-02  1.989955e-02  1.986421e-02  1.986421e-02  1.986421e-02
-1.994045  2.000165e-02  2.000165e-02  2.000165e-02  1.996595e-02  1.996595e-02  1.996595e-02
-1.991744  2.010426e-02  2.010426e-02  2.010426e-02  2.006818e-02  2.006818e-02  2.006818e-02
-1.989443  2.020738e-02  2.020738e-02  2.020738e-02  2.017092e-02  2.017092e-02  2.017092e-02
-1.987142  2.031100e-02  2.031100e-02  2.031100e-02  2.027417e-02  2.027417e-02  2.027417e-02
-1.984841  2.041514e-02  2.041514e-02  2.041514e-02  2.037793e-02  2.037793e-02  2.037793e-02
-1.982540  2.051979e-02  2.051979e-02  2.051979e-02  2.048219e-02  2.048219e-02  2.048219e-02
-1.980239  2.062496e-02  2.062496e-02  2.062496e-02  2.058697e-02  2.058697e-02  2.058697e-02
-1.977938  2.073065e-02  2.073065e-02  2.073065e-02  2.069226e-02  2.069226e-02  2.069226e-02
-1.975637  2.083686e-02  2.083686e-02  2.083686e-02  2.079808e-02  2.079808e-02  2.079808e-02
-1.973336  2.094359e-02  2.094359e-02  2.094359e-02  2.090441e-02  2.090441e-02  2.090441e-02
-1.971035  2.105085e-02  2.105085e-02  2.105085e-02  2.101126e-02  2.101126e-02  2.101126e-02
-1.968734  2.115864e-02  2.115864e-02  2.115864e-02  2.111864e-02  2.111864e-02  2.111864e-02
-1.966433  2.126696e-02  2.126696e-02  2.126696e-02  2.122654e-02  2.122654e-02  2.122654e-02
-1.964132  2.137581e-02  2.137581e-02  2.137581e-02  2.133497e-02  2.133497e-02  2.133497e-02
-1.961831  2.148520e-02  2.148520e-02  2.148520e-02  2.144394e-02  2.144394e-02  2.144394e-02
-1.959530  2.159512e-02  2.159512e-02  2.159512e-02  2.155343e-02  2.155343e-02  2.155343e-02
-1.957228  2.170559e-02  2.170559e-02  2.170559e-02  2.166347e-02  2.166347e-02  2.166347e-02
-1.954927  2.181660e-02  2.181660e-02  2.181660e-02  2.177404e-02  2.177404e-02  2.177404e-02
-1.952626  2.192816e-02  2.192816e-02  2.192816e-02  2.188516e-02  2.188516e-02  2.188516e-02
-1.950325  2.204026e-02  2.204026e-02  2.204026e-02  2.199681e-02  2.199681e-02  2.199681e-02
-1.948024  2.215291e-02  2.215291e-02  2.215291e-02  2.210902e-02  2.210902e-02  2.210902e-02
-1.945723  2.226612e-02  2.226612e-02  2.226612e-02  2.222177e-02  2.222177e-02  2.222177e-02
-1.943422  2.237988e-02  2.237988e-02  2.237988e-02  2.233507e-02  2.233507e-02  2.233507e-02
-1.941121  2.249420e-02  2.249420e-02  2.249420e-02  2.244893e-02  2.244893e-02  2.244893e-02
-1.938820  2.260908e-02  2.260908e-02  2.260908e-02  2.256334e-02  2.256334e-02  2.256334e-02
-1.936519  2.272452e-02  2.272452e-02  2.272452e-02  2.267830e-02  2.267830e-02  2.267830e-02
-1.934218  2.284053e-02  2.284053e-02  2.284053e-02  2.279383e-02  2.279383e-02  2.279383e-02
-1.931917  2.295710e-02  2.295710e-02  2.295710e-02  2.290993e-02  2.290993e-02  2.290993e-02
-1.929616  2.307425e-02  2.307425e-02  2.307425e-02  2.302658e-02  2.302658e-02  2.302658e-02
-1.927315  2.319197e-02  2.319197e-02  2.319197e-02  2.314381e-02  2.314381e-02  2.314381e-02
-1.925014  2.331026e-02  2.331026e-02  2.331026e-02  2.326161e-02  2.326161e-02  2.326161e-02
-1.922713  2.342913e-02  2.342913e-02  2.342913e-02  2.337997e-02  2.337997e-02  2.337997e-02
-1.920412  2.354859e-02  2.354859e-02  2.354859e-02  2.349892e-02  2.349892e-02  2.349892e-02
-1.918111  2.366862e-02  2.366862e-02  2.366862e-02  2.361844e-02  2.361844e-02  2.361844e-02
-1.915810  2.378924e-02  2.378924e-02  2.378924e-02  2.373854e-02  2.373854e-02  2.373854e-02
-1.913509  2.391045e-02  2.391045e-02  2.391045e-02  2.385923e-02  2.385923e-02  2.385923e-02
-1.911208  2.403225e-02  2.403225e-02  2.403225e-02  2.398050e-02  2.398050e-02  2.398050e-02
-1.908907  2.415465e-02  2.415465e-02  2.415465e-02  2.410236e-02  2.410236e-02  2.410236e-02
-1.906606  2.427764e-02  2.427764e-02  2.427764e-02  2.422481e-02  2.422481e-02  2.422481e-02
-1.904305  2.440123e-02  2.440123e-02  2.440123e-02  2.434785e-02  2.434785e-02  2.434785e-02
-1.902004  2.452542e-02  2.452542e-02  2.452542e-02  2.447149e-02  2.447149e-02  2.447149e-02
-1.899703  2.465021e-02  2.465021e-02  2.465021e-02  2.459573e-02  2.459573e-02  2.459573e-02
-1.897402  2.477561e-02  2.477561e-02  2.477561e-02  2.472057e-02  2.472057e-02  2.472057e-02
-1.895101  2.490162e-02  2.490162e-02  2.490162e-02  2.484601e-02  2.484601e-02  2.484601e-02
-1.892800  2.502825e-02  2.502825e-02  2.502825e-02  2.497206e-02  2.497206e-02  2.497206e-02
-1.890499  2.515548e-02  2.515548e-02  2.515548e-02  2.509871e-02  2.509871e-02  2.509871e-02
-1.888198  2.528334e-02  2.528334e-02  2.528334e-02  2.522598e-02  2.522598e-02  2.522598e-02
-1.885897  2.541181e-02  2.541181e-02  2.541181e-02  2.535386e-02  2.535386e-02  2.535386e-02
-1.883596  2.554091e-02  2.554091e-02  2.554091e-02  2.548236e-02  2.548236e-02  2.548236e-02
-1.881294  2.567063e-02  2.567063e-02  2.567063e-02  2.561148e-02  2.561148e-02  2.561148e-02
-1.878993  2.580098e-02  2.580098e-02  2.580098e-02  2.574122e-02  2.574122e-02  2.574122e-02
-1.876692  2.593196e-02  2.593196e-02  2.593196e-02  2.587159e-02  2.587159e-02  2.587159e-02
-1.874391  2.606358e-02  2.606358e-02  2.606358e-02  2.600258e-02  2.600258e-02  2.600258e-02
-1.872090  2.619583e-02  2.619583e-02  2.619583e-02  2.613420e-02  2.613420e-02  2.613420e-02
-1.869789  2.632872e-02  2.632872e-02  2.632872e-02  2.626646e-02  2.626646e-02  2.626646e-02
-1.867488  2.646225e-02  2.646225e-02  2.646225e-02  2.639935e-02  2.639935e-02  2.639935e-02
-1.865187  2.659643e-02  2.659643e-02  2.659643e-02  2.653288e-02  2.653288e-02  2.653288e-02
-1.862886  2.673125e-02  2.673125e-02  2.673125e-02  2.666705e-02  2.666705e-02  2.666705e-02
-1.860585  2.686673e-02  2.686673e-02  2.686673e-02  2.680186e-02  2.680186e-02  2.680186e-02
-1.858284  2.700285e-02  2.700285e-02  2.700285e-02  2.693732e-02  2.693732e-02  2.693732e-02
-1.855983  2.713964e-02  2.713964e-02  2.713964e-02  2.707343e-02  2.707343e-02  2.707343e-02
-1.853682  2.727708e-02  2.727708e-02  2.727708e-02  2.721019e-02  2.721019e-02  2.721019e-02
-1.851381  2.741518e-02  2.741518e-02  2.741518e-02  2.734760e-02  2.734760e-02  2.734760e-02
-1.849080  2.755395e-02  2.755395e-02  2.755395e-02  2.748567e-02  2.748567e-02  2.748567e-02
-1.846779  2.769338e-02  2.769338e-02  2.769338e-02  2.762441e-02  2.762441e-02  2.762441e-02
-1.844478  2.783349e-02  2.783349e-02  2.783349e-02  2.776380e-02  2.776380e-02  2.776380e-02
-1.842177  2.797426e-02  2.797426e-02  2.797426e-02  2.790386e-02  2.790386e-02  2.790386e-02
-1.839876  2.811572e-02  2.811572e-02  2.811572e-02  2.804459e-02  2.804459e-02  2.804459e-02
-1.837575  2.825785e-02  2.825785e-02  2.825785e-02  2.818599e-02  2.818599e-02  2.818599e-02
-1.835274  2.840066e-02  2.840066e-02  2.840066e-02  2.832806e-02  2.832806e-02  2.832806e-02
-1.832973  2.854416e-02  2.854416e-02  2.854416e-02  2.847081e-02  2.847081e-02  2.847081e-02
-1.830672  2.868834e-02  2.868834e-02  2.868834e-02  2.861425e-02  2.861425e-02  2.861425e-02
-1.828371  2.883321e-02  2.883321e-02  2.883321e-02  2.875836e-02  2.875836e-02  2.875836e-02
-1.826070  2.897878e-02  2.897878e-02  2.897878e-02  2.890316e-02  2.890316e-02  2.890316e-02
-1.823769  2.912504e-02  2.912504e-02  2.912504e-02  2.904864e-02  2.904864e-02  2.904864e-02
-1.821468  2.927201e-02  2.927201e-02  2.927201e-02  2.919482e-02  2.919482e-02  2.919482e-02
-1.819167  2.941967e-02  2.941967e-02  2.941967e-02  2.934169e-02  2.934169e-02  2.934169e-02
-1.816866  2.956804e-02  2.956804e-02  2.956804e-02  2.948926e-02  2.948926e-02  2.948926e-02
-1.814565  2.971711e-02  2.971711e-02  2.971711e-02  2.963753e-02  2.963753e-02  2.963753e-02
-1.812264  2.986690e-02  2.986690e-02  2.986690e-02  2.978650e-02  2.978650e-02  2.978650e-02
-1.809963  3.001740e-02  3.001740e-02  3.001740e-02  2.993617e-02  2.993617e-02  2.993617e-02
-1.807662  3.016862e-02  3.016862e-02  3.016862e-02  3.008656e-02  3.008656e-02  3.008656e-02
-1.805360  3.032055e-02  3.032055e-02  3.032055e-02  3.023765e-02  3.023765e-02  3.023765e-02
-1.803059  3.047321e-02  3.047321e-02  3.047321e-02  3.038946e-02  3.038946e-02  3.038946e-02
-1.800758  3.062660e-02  3.062660e-02  3.062660e-02  3.054199e-02  3.054199e-02  3.054199e-02
-1.798457  3.078071e-02  3.078071e-02  3.078071e-02  3.069523e-02  3.069523e-02  3.069523e-02
-1.796156  3.093555e-02  3.093555e-02  3.093555e-02  3.084920e-02  3.084920e-02  3.084920e-02
-1.793855  3.109113e-02  3.109113e-02  3.109113e-02  3.100389e-02  3.100389e-02  3.100389e-02
-1.791554  3.124745e-02  3.124745e-02  3.124745e-02  3.115932e-02  3.115932e-02  3.115932e-02
-1.789253  3.140450e-02  3.140450e-02  3.140450e-02  3.131547e-02  3.131547e-02  3.131547e-02
-1.786952  3.156231e-02  3.156231e-02  3.156231e-02  3.147236e-02  3.147236e-02  3.147236e-02
-1.784651  3.172085e-02  3.172085e-02  3.172085e-02  3.162999e-02  3.162999e-02  3.162999e-02
-1.782350  3.188015e-02  3.188015e-02  3.188015e-02  3.178836e-02  3.178836e-02  3.178836e-02
-1.780049  3.204020e-02  3.204020e-02  3.204020e-02  3.194747e-02  3.194747e-02  3.194747e-02
-1.777748  3.220101e-02  3.220101e-02  3.220101e-02  3.210733e-02  3.210733e-02  3.210733e-02
-1.775447  3.236257e-02  3.236257e-02  3.236257e-02  3.226793e-02  3.226793e-02  3.226793e-02
-1.773146  3.252490e-02  3.252490e-02  3.252490e-02  3.242929e-02  3.242929e-02  3.242929e-02
-1.770845  3.268799e-02  3.268799e-02  3.268799e-02  3.259141e-02  3.259141e-02  3.259141e-02
-1.768544  3.285185e-02  3.285185e-02  3.285185e-02  3.275428e-02  3.275428e-02  3.275428e-02
-1.766243  3.301649e-02  3.301649e-02  3.301649e-02  3.291792e-02  3.291792e-02  3.291792e-02
-1.763942  3.318189e-02  3.318189e-02  3.318189e-02  3.308232e-02  3.308232e-02  3.308232e-02
-1.761641  3.334808e-02  3.334808e-02  3.334808e-02  3.324749e-02  3.324749e-02  3.324749e-02
-1.759340  3.351504e-02  3.351504e-02  3.351504e-02  3.341343e-02  3.341343e-02  3.341343e-02
-1.757039  3.368279e-02  3.368279e-02  3.368279e-02  3.358014e-02  3.358014e-02  3.358014e-02
-1.754738  3.385133e-02  3.385133e-02  3.385133e-02  3.374763e-02  3.374763e-02  3.374763e-02
-1.752437  3.402066e-02  3.402066e-02  3.402066e-02  3.391590e-02  3.391590e-02  3.391590e-02
-1.750136  3.419078e-02  3.419078e-02  3.419078e-02  3.408495e-02  3.408495e-02  3.408495e-02
-1.747835  3.436169e-02  3.436169e-02  3.436169e-02  3.425479e-02  3.425479e-02  3.425479e-02
-1.745534  3.453341e-02  3.453341e-02  3.453341e-02  3.442541e-02  3.442541e-02  3.442541e-02
-1.743233  3.470593e-02  3.470593e-02  3.470593e-02  3.459683e-02  3.459683e-02  3.459683e-02
-1.740932  3.487926e-02  3.487926e-02  3.487926e-02  3.476905e-02  3.476905e-02  3.476905e-02
-1.738631  3.505339e-02  3.505339e-02  3.505339e-02  3.494206e-02  3.494206e-02  3.494206e-02
-1.736330  3.522834e-02  3.522834e-02  3.522834e-02  3.511588e-02  3.511588e-02  3.511588e-02
-1.734029  3.540411e-02  3.540411e-02  3.540411e-02  3.529050e-02  3.529050e-02  3.529050e-02
-1.731728  3.558069e-02  3.558069e-02  3.558069e-02  3.546592e-02  3.546592e-02  3.546592e-02
-1.729427  3.575810e-02  3.575810e-02  3.575810e-02  3.564216e-02  3.564216e-02  3.564216e-02
-1.727125  3.593633e-02  3.593633e-02  3.593633e-02  3.581921e-02  3.581921e-02  3.581921e-02
-1.724824  3.611539e-02  3.611539e-02  3.611539e-02  3.599708e-02  3.599708e-02  3.599708e-02
-1.722523  3.629528e-02  3.629528e-02  3.629528e-02  3.617577e-02  3.617577e-02  3.617577e-02
-1.720222  3.647601e-02  3.647601e-02  3.647601e-02  3.635528e-02  3.635528e-02  3.635528e-02
-1.717921  3.665757e-02  3.665757e-02  3.665757e-02  3.653562e-02  3.653562e-02  3.653562e-02
-1.715620  3.683998e-02  3.683998e-02  3.683998e-02  3.671679e-02  3.671679e-02  3.671679e-02
-1.713319  3.702324e-02  3.702324e-02  3.702324e-02  3.689879e-02  3.689879e-02  3.689879e-02
-1.711018  3.720734e-02  3.720734e-02  3.720734e-02  3.708163e-02  3.708163e-02  3.708163e-02
-1.708717  3.739229e-02  3.739229e-02  3.739229e-02  3.726530e-02  3.726530e-02  3.726530e-02
-1.706416  3.757810e-02  3.757810e-02  3.757810e-02  3.744982e-02  3.744982e-02  3.744982e-02
-1.704115  3.776477e-02  3.776477e-02  3.776477e-02  3.763519e-02  3.763519e-02  3.763519e-02
-1.701814  3.795229e-02  3.795229e-02  3.795229e-02  3.782140e-02  3.782140e-02  3.782140e-02
-1.699513  3.814069e-02  3.814069e-02  3.814069e-02  3.800847e-02  3.800847e-02  3.800847e-02
-1.697212  3.832995e-02  3.832995e-02  3.832995e-02  3.819639e-02  3.819639e-02  3.819639e-02
-1.694911  3.852008e-02  3.852008e-02  3.852008e-02  3.838516e-02  3.838516e-02  3.838516e-02
-1.692610  3.871109e-02  3.871109e-02  3.871109e-02  3.857480e-02  3.857480e-02  3.857480e-02
-1.690309  3.890298e-02  3.890298e-02  3.890298e-02  3.876531e-02  3.876531e-02  3.876531e-02
-1.688008  3.909574e-02  3.909574e-02  3.909574e-02  3.895668e-02  3.895668e-02  3.895668e-02
-1.685707  3.928940e-02  3.928940e-02  3.928940e-02  3.914893e-02  3.914893e-02  3.914893e-02
-1.683406  3.948394e-02  3.948394e-02  3.948394e-02  3.934204e-02  3.934204e-02  3.934204e-02
-1.681105  3.967937e-02  3.967937e-02  3.967937e-02  3.953604e-02  3.953604e-02  3.953604e-02
-1.678804  3.987570e-02  3.987570e-02  3.987570e-02  3.973092e-02  3.973092e-02  3.973092e-02
-1.676503  4.007292e-02  4.007292e-02  4.007292e-02  3.992668e-02  3.992668e-02  3.992668e-02
-1.674202  4.027105e-02  4.027105e-02  4.027105e-02  4.012332e-02  4.012332e-02  4.012332e-02
-1.671901  4.047008e-02  4.047008e-02  4.047008e-02  4.032086e-02  4.032086e-02  4.032086e-02
-1.669600  4.067002e-02  4.067002e-02  4.067002e-02  4.051930e-02  4.051930e-02  4.051930e-02
-1.667299  4.087088e-02  4.087088e-02  4.087088e-02  4.071862e-02  4.071862e-02  4.071862e-02
-1.664998  4.107264e-02  4.107264e-02  4.107264e-02  4.091885e-02  4.091885e-02  4.091885e-02
-1.662697  4.127533e-02  4.127533e-02  4.127533e-02  4.111999e-02  4.111999e-02  4.111999e-02
-1.660396  4.147894e-02  4.147894e-02  4.147894e-02  4.132203e-02  4.132203e-02  4.132203e-02
-1.658095  4.168348e-02  4.168348e-02  4.168348e-02  4.152498e-02  4.152498e-02  4.152498e-02
-1.655794  4.188894e-02  4.188894e-02  4.188894e-02  4.172884e-02  4.172884e-02  4.172884e-02
-1.653493  4.209534e-02  4.209534e-02  4.209534e-02  4.193362e-02  4.193362e-02  4.193362e-02
-1.651191  4.230267e-02  4.230267e-02  4.230267e-02  4.213932e-02  4.213932e-02  4.213932e-02
-1.648890  4.251094e-02  4.251094e-02  4.251094e-02  4.234595e-02  4.234595e-02  4.234595e-02
-1.646589  4.272015e-02  4.272015e-02  4.272015e-02  4.255350e-02  4.255350e-02  4.255350e-02
-1.644288  4.293031e-02  4.293031e-02  4.293031e-02  4.276198e-02  4.276198e-02  4.276198e-02
-1.641987  4.314142e-02  4.314142e-02  4.314142e-02  4.297139e-02  4.297139e-02  4.297139e-02
-1.639686  4.335348e-02  4.335348e-02  4.335348e-02  4.318174e-02  4.318174e-02  4.318174e-02
-1.637385  4.356650e-02  4.356650e-02  4.356650e-02  4.339303e-02  4.339303e-02  4.339303e-02
-1.635084  4.378048e-02  4.378048e-02  4.378048e-02  4.360526e-02  4.360526e-02  4.360526e-02
-1.632783  4.399542e-02  4.399542e-02  4.399542e-02  4.381843e-02  4.381843e-02  4.381843e-02
-1.630482  4.421133e-02  4.421133e-02  4.421133e-02  4.403256e-02  4.403256e-02  4.403256e-02
-1.628181  4.442821e-02  4.442821e-02  4.442821e-02  4.424764e-02  4.424764e-02  4.424764e-02
-1.625880  4.464606e-02  4.464606e-02  4.464606e-02  4.446368e-02  4.446368e-02  4.446368e-02
-1.623579  4.486489e-02  4.486489e-02  4.486489e-02  4.468067e-02  4.468067e-02  4.468067e-02
-1.621278  4.508470e-02  4.508470e-02  4.508470e-02  4.489863e-02  4.489863e-02  4.489863e-02
-1.618977  4.530550e-02  4.530550e-02  4.530550e-02  4.511756e-02  4.511756e-02  4.511756e-02
-1.616676  4.552728e-02  4.552728e-02  4.552728e-02  4.533745e-02  4.533745e-02  4.533745e-02
-1.614375  4.575005e-02  4.575005e-02  4.575005e-02  4.555832e-02  4.555832e-02  4.555832e-02
-1.612074  4.597382e-02  4.597382e-02  4.597382e-02  4.578016e-02  4.578016e-02  4.578016e-02
-1.609773  4.619858e-02  4.619858e-02  4.619858e-02  4.600298e-02  4.600298e-02  4.600298e-02
-1.607472  4.642435e-02  4.642435e-02  4.642435e-02  4.622679e-02  4.622679e-02  4.622679e-02
-1.605171  4.665112e-02  4.665112e-02  4.665112e-02  4.645158e-02  4.645158e-02  4.645158e-02
-1.602870  4.687890e-02  4.687890e-02  4.687890e-02  4.667736e-02  4.667736e-02  4.667736e-02
-1.600569  4.710770e-02  4.710770e-02  4.710770e-02  4.690413e-02  4.690413e-02  4.690413e-02
-1.598268  4.733750e-02  4.733750e-02  4.733750e-02  4.713190e-02  4.713190e-02  4.713190e-02
-1.595967  4.756833e-02  4.756833e-02  4.756833e-02  4.736067e-02  4.736067e-02  4.736067e-02
-1.593666  4.780018e-02  4.780018e-02  4.780018e-02  4.759044e-02  4.759044e-02  4.759044e-02
-1.591365  4.803306e-02  4.803306e-02  4.803306e-02  4.782121e-02  4.782121e-02  4.782121e-02
-1.589064  4.826696e-02  4.826696e-02  4.826696e-02  4.805300e-02  4.805300e-02  4.805300e-02
-1.586763  4.850190e-02  4.850190e-02  4.850190e-02  4.828580e-02  4.828580e-02  4.828580e-02
-1.584462  4.873787e-02  4.873787e-02  4.873787e-02  4.851961e-02  4.851961e-02  4.851961e-02
-1.582161  4.897489e-02  4.897489e-02  4.897489e-02  4.875444e-02  4.875444e-02  4.875444e-02
-1.579860  4.921295e-02  4.921295e-02  4.921295e-02  4.899030e-02  4.899030e-02  4.899030e-02
-1.577559  4.945205e-02  4.945205e-02  4.945205e-02  4.922718e-02  4.922718e-02  4.922718e-02
-1.575257  4.969221e-02  4.969221e-02  4.969221e-02  4.946509e-02  4.946509e-02  4.946509e-02
-1.572956  4.993342e-02  4.993342e-02  4.993342e-02  4.970403e-02  4.970403e-02  4.970403e-02
-1.570655  5.017569e-02  5.017569e-02  5.017569e-02  4.994401e-02  4.994401e-02  4.994401e-02
-1.568354  5.041902e-02  5.041902e-02  5.041902e-02  5.018502e-02  5.018502e-02  5.018502e-02
-1.566053  5.066341e-02  5.066341e-02  5.066341e-02  5.042708e-02  5.042708e-02  5.042708e-02
-1.563752  5.090887e-02  5.090887e-02  5.090887e-02  5.067019e-02  5.067019e-02  5.067019e-02
-1.561451  5.115540e-02  5.115540e-02  5.115540e-02  5.091434e-02  5.091434e-02  5.091434e-02
-1.559150  5.140301e-02  5.140301e-02  5.140301e-02  5.115955e-02  5.115955e-02  5.115955e-02
-1.556849  5.165170e-02  5.165170e-02  5.165170e-02  5.140581e-02  5.140581e-02  5.140581e-02
-1.554548  5.190147e-02  5.190147e-02  5.190147e-02  5.165313e-02  5.165313e-02  5.165313e-02
-1.552247  5.215232e-02  5.215232e-02  5.215232e-02  5.190152e-02  5.190152e-02  5.190152e-02
-1.549946  5.240427e-02  5.240427e-02  5.240427e-02  5.215096e-02  5.215096e-02  5.215096e-02
-1.547645  5.265731e-02  5.265731e-02  5.265731e-02  5.240148e-02  5.240148e-02  5.240148e-02
